Country	Country Registered	Reference	Refrence Formatted	Firm	Application Nr	Filing Date	Publication Nr	Grant Date	Grant Nr	Expiry date	Non-assert	Title
GR	EP	N 014752GR	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
HK	HK	N 014752HK	N 014752	Philips	98114633.7	14/02/1995	1013358-A	02/03/2001	HK1013358	14/02/2015		Block format error interleaving
ID	ID	N 014752ID	N 014752	Philips	P-950251	16/02/1995		19/08/2004	ID0010921	16/02/2015		Block format error interleaving
ID	ID	N 014752IDA	N 014752	Philips	P00200400402	16/02/1995	042897-A	28/11/2006	ID0018422	16/02/2015		Block format error interleaving
IE	EP	N 014752IE	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
IN	IN	N 014752INA	N 014752	Philips	505/MAS/99	14/02/1995		12/12/2005	193791	14/02/2015		Block format error interleaving
IT	EP	N 014752IT	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
JP	JP	N 014752JPA	N 014752	Philips	04-348053	14/02/1995	05-129222	21/09/2007	4014595	14/02/2015		Block format error interleaving
KR	KR	N 014752KR	N 014752	Philips	95-704556	14/02/1995	96-0702152	28/11/2002	0364332	14/02/2015		Block format error interleaving
LU	EP	N 014752LU	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
MC	EP	N 014752MC	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
MY	MY	N 014752MY	N 014752	Philips	PI9500378	15/02/1995		30/06/2004	117269	30/06/2019		Block format error interleaving
NL	EP	N 014752NL	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
PT	EP	N 014752PT	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
SE	EP	N 014752SE	N 014752	Philips	95907127.5	14/02/1995	0698270-A1	26/07/2000	0698270	14/02/2015		Block format error interleaving
SG	SG	N 014752SG	N 014752	Philips	9607077.6	14/02/1995	0050623-A	24/12/2001	50623	14/02/2015		Block format error interleaving
TR	EP	N 014752TR	N 014752	Philips	95-0143	16/02/1995		03/05/1999	29401	16/02/2015		Block format error interleaving
TW	TW	N 014752TW	N 014752	Philips	84101856	28/02/1995		20/12/1995	73076	27/02/2015		Block format error interleaving
US	US	N 014752US	N 014752	Philips	08/389369	16/02/1995		17/11/1998	5838696	16/02/2015		Block format error interleaving
ZA	ZA	N 014752ZA	N 014752	Philips	951194	14/02/1995		30/10/1996	95-1194	14/02/2015		Block format error interleaving
DE	EP	N 014789DE	N 014789	Philips	95910709.5	21/03/1995	0702827-A1	26/09/2001	69522880.3	21/03/2015		DC-free channel code
FR	EP	N 014789FR	N 014789	Philips	95910709.5	21/03/1995	0702827-A1	26/09/2001	0702827	21/03/2015		DC-free channel code
GB	EP	N 014789GB	N 014789	Philips	95910709.5	21/03/1995	0702827-A1	26/09/2001	0702827	21/03/2015		DC-free channel code
HK	HK	N 014789HK	N 014789	Philips	98114634.6	21/03/1995	1013359-A	12/04/2002	HK1013359	21/03/2015		DC-free channel code
IT	EP	N 014789IT	N 014789	Philips	95910709.5	21/03/1995	0702827-A1	26/09/2001	0702827	21/03/2015		DC-free channel code
JP	JP	N 014789JP	N 014789	Philips	95-525542	21/03/1995	96-511405	29/08/2003	3467276	21/03/2015		DC-free channel code
KR	KR	N 014789KR	N 014789	Philips	95-705575	21/03/1995	10-1996-0702930	14/11/2005	10-0529807	21/03/2015		DC-free channel code
TW	TW	N 014789TW	N 014789	Philips	84101322	14/02/1995		11/04/1996	75391	13/02/2015		DC-free channel code
US	US	N 014789US	N 014789	Philips	08/388865	15/02/1995		24/06/1997	5642113	15/02/2015		DC-free channel code
AT	EP	N 014950AT	N 014950	Philips	94203621.1	14/12/1994	0660314-A1	27/12/2000	E198386	14/12/2014		Mastering write strategy
CN	CN	N 014950CN	N 014950	Philips	94120798.6	23/12/1994	1119323-A	10/07/2002	94120798.6	23/12/2014		Mastering write strategy
DE	EP	N 014950DE	N 014950	Philips	94203621.1	14/12/1994	0660314-A1	27/12/2000	69426482.2	14/12/2014		Mastering write strategy
FR	EP	N 014950FR	N 014950	Philips	94203621.1	14/12/1994	0660314-A1	27/12/2000	0660314	14/12/2014		Mastering write strategy
GB	EP	N 014950GB	N 014950	Philips	94203621.1	14/12/1994	0660314-A1	27/12/2000	0660314	14/12/2014		Mastering write strategy
JP	JP	N 014950JP	N 014950	Philips	94-336413	22/12/1994	95-320308	29/07/2005	3703515	22/12/2014		Mastering write strategy
JP	JP	N 014950JP2	N 014950	Philips	05-152186	22/12/1994	05-327457			22/12/2014		Mastering write strategy
KR	KR	N 014950KR	N 014950	Philips	1994-0037014	24/12/1994	95-0020435	29/08/2003	0397686	24/12/2014		Mastering write strategy
NL	EP	N 014950NL	N 014950	Philips	94203621.1	14/12/1994	0660314-A1	27/12/2000	0660314	14/12/2014		Mastering write strategy
TW	TW	N 014950TW	N 014950	Philips	84100644	25/01/1995		02/10/1997	87086	24/01/2015		Mastering write strategy
US	US	N 014950USA	N 014950	Philips	08/755614	25/11/1996		04/08/1998	5790512	22/12/2014		Mastering write strategy
AT	EP	N 014986AT	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	E253767	16/08/2015		Multilayer with spherical abberation control
CN	CN	N 014986CN	N 014986	Philips	95190979.7	16/08/1995	1136357-A	17/04/2002	95190979.7	16/08/2015		Multilayer with spherical abberation control
CZ	EP	N 014986CZ	N 014986	Philips	96-PV1174	16/08/1995		14/12/2001	289539	16/08/2015		Multilayer with spherical abberation control
DE	EP	N 014986DE	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	69532072.6	16/08/2015		Multilayer with spherical abberation control
FR	EP	N 014986FR	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	0729629	16/08/2015		Multilayer with spherical abberation control
GB	EP	N 014986GB	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	0729629	16/08/2015		Multilayer with spherical abberation control
HK	HK	N 014986HK	N 014986	Philips	98114664.9	16/08/1995	1013366-A	09/07/2004	HK1013366	16/08/2015		Multilayer with spherical abberation control
IT	EP	N 014986IT	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	0729629	16/08/2015		Multilayer with spherical abberation control
JP	JP	N 014986JP	N 014986	Philips	96-507906	16/08/1995	02-515157			16/08/2015		Multilayer with spherical abberation control
JP	JP	N 014986JP2	N 014986	Philips	06-249657	16/08/1995	07-018728			16/08/2015		Multilayer with spherical abberation control
KR	KR	N 014986KR	N 014986	Philips	96-702076	16/08/1995	10-1996-0706161	19/05/2004	0433600	16/08/2015		Multilayer with spherical abberation control
KR	KR	N 014986KRA	N 014986	Philips	10-2002-7016178	28/11/2002		14/05/2003	0385382	16/08/2015		Multilayer with spherical abberation control
KR	KR	N 014986KRB	N 014986	Philips	10-2002-7016179	28/11/2002		14/05/2003	0385381	16/08/2015		Multilayer with spherical abberation control
MY	MY	N 014986MY	N 014986	Philips	PI95002480	22/08/1995		30/06/2006	124229	30/06/2021		Multilayer with spherical abberation control
MY	MY	N 014986MYA	N 014986	Philips	PI20014950	22/08/1995		29/06/2007	MY-130309-A	29/06/2022		Multilayer with spherical abberation control
MY	MY	N 014986MYB	N 014986	Philips	PI20014949	22/08/1995				22/08/2015		Multilayer with spherical abberation control
PL	EP	N 014986PLB	N 014986	Philips	P336670	16/08/1995		14/08/2000	180647	16/08/2015		Multilayer with spherical abberation control
SE	EP	N 014986SE	N 014986	Philips	95927046.3	16/08/1995	0729629-A1	05/11/2003	0729629	16/08/2015		Multilayer with spherical abberation control
SG	SG	N 014986SG	N 014986	Philips	9700759.5	16/08/1995		22/06/1999	37758	16/08/2015		Multilayer with spherical abberation control
TW	TW	N 014986TW	N 014986	Philips	84110771	13/10/1995		13/03/1997	852158	12/10/2015		Multilayer with spherical abberation control
VN	VN	N 014986VN	N 014986	Philips	S19962028T1	23/08/1994		25/08/1999	947	23/08/2014		Multilayer with spherical abberation control
VN	VN	N 014986VNA	N 014986	Philips	S19962028T2	23/08/1994		25/08/1999	948	23/08/2014		Multilayer with spherical abberation control
AT	EP	N 015087AT	N 015087	Philips	95934799.8	08/11/1995	0740832-B1	07/06/2000	E193782	08/11/2015		Data structure indicator in sector header
AU	AU	N 015087AU	N 015087	Philips	95-37081	08/11/1995	95-37081	13/08/1998	690751	08/11/2015		Data structure indicator in sector header
BE	EP	N 015087BE	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
CA	CA	N 015087CA	N 015087	Philips	2181460	08/11/1995		26/04/2005	2181460	08/11/2015		Data structure indicator in sector header
CH	EP	N 015087CH	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
CN	CN	N 015087CNA	N 015087	Philips	200310123905.X	08/11/1995	1534663-A	02/05/2007	200310123905.X	08/11/2015		Data structure indicator in sector header
DE	EP	N 015087DE	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	69517413.4	08/11/2015		Data structure indicator in sector header
DK	EP	N 015087DK	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
ES	EP	N 015087ES	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
FR	EP	N 015087FR	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
GB	EP	N 015087GB	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
GR	EP	N 015087GR	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
HK	HK	N 015087HK	N 015087	Philips	98114932.5	08/11/1995	1013719-A	23/03/2001	HK1013719	08/11/2015		Data structure indicator in sector header
IE	EP	N 015087IE	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
IT	EP	N 015087IT	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
JP	JP	N 015087JP	N 015087	Philips	96-516712	08/11/1995	97-507947	08/09/2006	3850031	08/11/2015		Data structure indicator in sector header
JP	JP	N 015087JP2	N 015087	Philips	06-156822	08/11/1995	06-277931	17/10/2008	4201802	08/11/2015		Data structure indicator in sector header
KR	KR	N 015087KR	N 015087	Philips	96-704010	08/11/1995		09/06/2003	388370	08/11/2015		Data structure indicator in sector header
LU	EP	N 015087LU	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
MC	EP	N 015087MC	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
MX	MX	N 015087MX	N 015087	Philips	962808	08/11/1995		17/12/2001	205654	08/11/2015		Data structure indicator in sector header
NL	EP	N 015087NL	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
PT	EP	N 015087PT	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
SE	EP	N 015087SE	N 015087	Philips	95934799.8	08/11/1995	0740832-A1	07/06/2000	0740832	08/11/2015		Data structure indicator in sector header
SG	SG	N 015087SG	N 015087	Philips	9702180.2	08/11/1995		22/06/1999	41092	08/11/2015		Data structure indicator in sector header
TW	TW	N 015087TW	N 015087	Philips	84113943	27/12/1995		13/03/1997	82165	26/12/2015		Data structure indicator in sector header
US	US	N 015087US	N 015087	Philips	08/558515	16/11/1995		06/07/1999	5920874	16/11/2015		Data structure indicator in sector header
AR	AR	N 015093AR	N 015093	Philips	334224	14/11/1995		31/10/2001	AR000131	14/11/2015		Disc size on disc
AT	EP	N 015093AT	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	E192878	31/10/2015		Disc size on disc
AU	AU	N 015093AU	N 015093	Philips	95-36720	31/10/1995		25/02/1999	698869	31/10/2015		Disc size on disc
BE	EP	N 015093BE	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
BG	EP	N 015093BG	N 015093	Philips	100723	31/10/1995		30/07/1999	62105	31/10/2015		Disc size on disc
BR	BR	N 015093BR	N 015093	Philips	PI9506626.8	31/10/1995	PI9506626.8	17/02/2004	PI9506626.8	31/10/2015		Disc size on disc
CH	EP	N 015093CH	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
CN	CN	N 015093CN	N 015093	Philips	95191258.5	31/10/1995	1138917-A	25/12/2002	95191258.5	31/10/2015		Disc size on disc
CZ	EP	N 015093CZ	N 015093	Philips	96-PV2044	31/10/1995		18/06/2001	288682	31/10/2015		Disc size on disc
DE	EP	N 015093DE	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	69516845.2	31/10/2015		Disc size on disc
ES	EP	N 015093ES	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
FR	EP	N 015093FR	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
GB	EP	N 015093GB	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
GR	EP	N 015093GR	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
HK	HK	N 015093HK	N 015093	Philips	98114948.7	31/10/1995	1013722-A	24/11/2000	HK1013722	31/10/2015		Disc size on disc
HU	EP	N 015093HU	N 015093	Philips	P9601955	31/10/1995		12/06/2002	221214	31/10/2015		Disc size on disc
IT	EP	N 015093IT	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
KR	KR	N 015093KR	N 015093	Philips	96-703818	31/10/1995	97-0700906	01/12/2003	410711	31/10/2015		Disc size on disc
NL	EP	N 015093NL	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
PL	EP	N 015093PLA	N 015093	Philips	P337170	31/10/1995		03/07/2000	180307	31/10/2015		Disc size on disc
PT	EP	N 015093PT	N 015093	Philips	95934262.7	31/10/1995	0740831-A1	10/05/2000	0740831	31/10/2015		Disc size on disc
RO	EP	N 015093RO	N 015093	Philips	96-01469	31/10/1995		31/03/1998	113191	31/10/2015		Disc size on disc
RU	RU	N 015093RU	N 015093	Philips	96116857	31/10/1995	96116857	27/07/2002	2186427	31/10/2015		Disc size on disc
SG	SG	N 015093SG	N 015093	Philips	9703040.7	31/10/1995		22/02/1999	42670	31/10/2015		Disc size on disc
SK	EP	N 015093SK	N 015093	Philips	96-PP920	31/10/1995		12/08/2002	282592	31/10/2015		Disc size on disc
TR	EP	N 015093TR	N 015093	Philips	95-1446	17/11/1995		22/12/1997	TR199501446B	17/11/2015		Disc size on disc
TW	TW	N 015093TW	N 015093	Philips	84113944	27/12/1995		01/09/2005	I239004	26/12/2015		Disc size on disc
UA	UA	N 015093UA	N 015093	Philips	96072883	31/10/1995		15/10/2001	42015	31/10/2015		Disc size on disc
US	US	N 015093US	N 015093	Philips	08/558517	16/11/1995		14/05/2002	6388962	16/11/2015		Disc size on disc
US	US	N 015093USC	N 015093	Philips	10/134912	29/04/2002	2002-0118632-A1	25/02/2003	6526005	16/11/2015		Disc size on disc
VE	VE	N 015093VE	N 015093	Philips	95-2032	17/11/1995		04/10/2002	57442	17/11/2015		Disc size on disc
ZA	ZA	N 015093ZA	N 015093	Philips	959489	08/11/1995		30/07/1997	95-9489	08/11/2015		Disc size on disc
AT	EP	N 015156AT	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	E188327	12/12/2015		Subtitle compression (region/subregion)
AU	AU	N 015156AU	N 015156	Philips	96-45040	12/12/1995	199645040	20/05/1999	701684	12/12/2015		Subtitle compression (region/subregion)
BE	EP	N 015156BE	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
BR	BR	N 015156BR	N 015156	Philips	PI9506773.6	12/12/1995	PI9506773.6	14/10/2003	PI9506773.6	12/12/2015		Subtitle compression (region/subregion)
BR	BR	N 015156BRA	N 015156	Philips	PI9510769.0	12/12/1995		31/08/2004	PI9510769	12/12/2015		Subtitle compression (region/subregion)
CA	CA	N 015156CA	N 015156	Philips	2183257	12/12/1995		02/08/2011	2183257	12/12/2015		Subtitle compression (region/subregion)
CH	EP	N 015156CH	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
DE	EP	N 015156DE	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	69514212.7	12/12/2015		Subtitle compression (region/subregion)
DK	EP	N 015156DK	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
ES	EP	N 015156ES	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	2143092	12/12/2015		Subtitle compression (region/subregion)
FR	EP	N 015156FR	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
GB	EP	N 015156GB	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
GR	EP	N 015156GR	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
IE	EP	N 015156IE	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
IT	EP	N 015156IT	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
JP	JP	N 015156JP	N 015156	Philips	96-518541	12/12/1995	97-509552	23/02/2007	3918033	12/12/2015		Subtitle compression (region/subregion)
JP	JP	N 015156JP2	N 015156	Philips	06-127068	12/12/1995	06-287951	14/08/2009	4358838	12/12/2015		Subtitle compression (region/subregion)
JP	JP	N 015156JP3	N 015156	Philips	07-264491	12/12/1995	08-079325	07/01/2011	4658107	12/12/2015		Subtitle compression (region/subregion)
JP	JP	N 015156JP4	N 015156	Philips	10-197229	12/12/1995		22/09/2011	4829373	12/12/2015		Subtitle compression (region/subregion)
KR	KR	N 015156KR	N 015156	Philips	96-704513	12/12/1995		19/05/2005	0491771	12/12/2015		Subtitle compression (region/subregion)
LU	EP	N 015156LU	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
MC	EP	N 015156MC	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
MX	MX	N 015156MX	N 015156	Philips	963393	12/12/1995		28/11/2000	199847	12/12/2015		Subtitle compression (region/subregion)
MY	MY	N 015156MY	N 015156	Philips	PI9503869	14/12/1995		30/04/2005	119200	30/04/2020		Subtitle compression (region/subregion)
NL	EP	N 015156NL	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
PT	EP	N 015156PT	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
SE	EP	N 015156SE	N 015156	Philips	95943556.1	12/12/1995	0745307-A1	29/12/1999	0745307	12/12/2015		Subtitle compression (region/subregion)
US	US	N 015156US3	N 015156	Philips	13/178636	14/10/2003				13/12/2015		Subtitle compression (region/subregion)
US	US	N 015156USA	N 015156	Philips	10/685245	14/10/2003	2004-0075668-A1	12/01/2010	7647620	13/12/2015		Subtitle compression (region/subregion)
AT	EP	N 015395AT	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	E213113	12/07/2016		Subtitle duration
BE	EP	N 015395BE	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
CA	CA	N 015395CA	N 015395	Philips	2200335	12/07/1996				12/07/2016		Subtitle duration
CH	EP	N 015395CH	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
CN	CN	N 015395CN	N 015395	Philips	96190772.X	12/07/1996	1163688-A	08/12/2004	96190772.X	12/07/2016		Subtitle duration
CN	CN	N 015395CN3	N 015395	Philips	200610084733.3	12/07/1996	1878280-A	13/10/2010	200610084733.3	12/07/2016		Subtitle duration
CN	CN	N 015395CNA	N 015395	Philips	200410069653.1	12/07/1996	1574942-A	11/07/2007	200410069653.1	12/07/2016		Subtitle duration
DE	EP	N 015395DE	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	69619091.5	12/07/2016		Subtitle duration
DK	EP	N 015395DK	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
ES	EP	N 015395ES	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
FI	EP	N 015395FI	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
FR	EP	N 015395FR	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
GB	EP	N 015395GB	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
GR	EP	N 015395GR	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
ID	ID	N 015395ID	N 015395	Philips	P-962077	22/07/1996		17/12/2002	ID0009413	22/07/2016		Subtitle duration
IT	EP	N 015395IT	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
JP	JP	N 015395JP	N 015395	Philips	97-506485	12/07/1996	98-507607	22/01/2010	4442929	12/07/2016		Subtitle duration
JP	JP	N 015395JP2	N 015395	Philips	07-029641	12/07/1996	07-228576	22/01/2010	4443578	12/07/2016		Subtitle duration
KR	KR	N 015395KR	N 015395	Philips	97-701801	12/07/1996	10-1997-0706689	06/08/2004	0444637	12/07/2016		Subtitle duration
MX	MX	N 015395MX	N 015395	Philips	1997/002108	12/07/1996		02/05/2003	214263	12/07/2016		Subtitle duration
MY	MY	N 015395MY	N 015395	Philips	PI9602983	19/07/1996		28/02/2006	121602	28/02/2021		Subtitle duration
NL	EP	N 015395NL	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
PT	EP	N 015395PT	N 015395	Philips	96921025.1	12/07/1996	0787404-A1	06/02/2002	0787404	12/07/2016		Subtitle duration
SG	SG	N 015395SG	N 015395	Philips	9704506.6	12/07/1996		19/12/2000	45664	12/07/2016		Subtitle duration
TW	TW	N 015395TW	N 015395	Philips	84108602	17/08/1995		03/04/1997	82652	16/08/2015		Subtitle duration
US	US	N 015395USA	N 015395	Philips	10/309588	04/12/2002	2003-0117529-A1			18/08/2015		Subtitle duration
AT	EP	N 015424AT	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	E252760	02/08/2016	Yes	Path control system for multi-version
AU	AU	N 015424AU	N 015424	Philips	96-66304	02/08/1996	96-66304	20/04/2000	714628	02/08/2016	Yes	Path control system for multi-version
BR	BR	N 015424BR	N 015424	Philips	PI9606567.2	02/08/1996	PI9606567.2	28/07/2009	PI9606567-2	02/08/2016	Yes	Path control system for multi-version
CA	CA	N 015424CA	N 015424	Philips	2200346	02/08/1996		11/09/2007	2200346	02/08/2016	Yes	Path control system for multi-version
CN	CN	N 015424CN	N 015424	Philips	96190862.9	02/08/1996	1492432-A	23/06/2004	96190862.9	02/08/2016	Yes	Path control system for multi-version
CN	CN	N 015424CNB	N 015424	Philips	02130440.8	02/08/1996		08/08/2007	02130440.8	02/08/2016		Path control system for multi-version
CN	CN	N 015424CNC	N 015424	Philips	200310117962.7	02/08/1996	1516166-A	20/03/2009	200310117962.7	02/08/2016		Path control system for multi-version
CZ	EP	N 015424CZ	N 015424	Philips	97-PV1028	02/08/1996		10/05/2005	295317	02/08/2016	Yes	Path control system for multi-version
DE	EP	N 015424DE	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	69630436.8	02/08/2016	Yes	Path control system for multi-version
ES	EP	N 015424ES	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	0784848	02/08/2016	Yes	Path control system for multi-version
FR	EP	N 015424FR	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	0784848	02/08/2016	Yes	Path control system for multi-version
GB	EP	N 015424GB	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	0784848	02/08/2016	Yes	Path control system for multi-version
HK	HK	N 015424HK1	N 015424	Philips	04108380.7	26/10/2004	1067445	18/01/2008	HK1067445	26/10/2024		Path control system for multi-version
IT	EP	N 015424IT	N 015424	Philips	96925986.0	02/08/1996	0784848-A1	22/10/2003	0784848	02/08/2016	Yes	Path control system for multi-version
JP	JP	N 015424JP	N 015424	Philips	96-203966	01/08/1996	97-106631	19/11/2004	3617201	01/08/2016		Path control system for multi-version
JP	JP	N 015424JP2	N 015424	Philips	04-274237	01/08/1996	05-044506			01/08/2016		Path control system for multi-version
KR	KR	N 015424KR	N 015424	Philips	10-1997-0701581	02/08/1996	10-1997-0705817	25/11/2005	0532784	02/08/2016	Yes	Path control system for multi-version
KR	KR	N 015424KR2	N 015424	Philips	10-2005-7006280	02/08/1996	10-2005-0049542	27/04/2006	10-0576537	02/08/2016		Path control system for multi-version
MX	MX	N 015424MX	N 015424	Philips	972223	02/08/1996		18/06/2008	237821	02/08/2016	Yes	Path control system for multi-version
MY	MY	N 015424MY	N 015424	Philips	PI9603192	03/08/1996		28/01/2006	121216	28/01/2021	Yes	Path control system for multi-version
RU	RU	N 015424RU	N 015424	Philips	97106830	02/08/1996	97106830-A	10/05/2004	2228546	02/08/2016	Yes	Path control system for multi-version
SG	SG	N 015424SG	N 015424	Philips	9701248.8	02/08/1996		17/01/2002	39073	02/08/2016	Yes	Path control system for multi-version
SG	SG	N 015424SGA	N 015424	Philips	9904246.7	02/08/1996		30/09/2004	103807	02/08/2016	Yes	Path control system for multi-version
TH	TH	N 015424TH	N 015424	Philips	032650	02/08/1996		14/12/2007	22929	02/08/2016	Yes	Path control system for multi-version
TH	TH	N 015424TH2	N 015424	Philips	0701003935	02/08/1996	94394			02/08/2016		Path control system for multi-version
TW	TW	N 015424TW	N 015424	Philips	84101322	14/02/1995		11/04/1996	75391	13/02/2015		DC-free channel code
TW	TW	N 015424TW	N 015424	Philips	85111151	12/09/1996		01/03/1999	NI-101612	12/09/2016	Yes	Path control system for multi-version
US	US	N 015424US	N 015424	Philips	08/692918	31/07/1996				31/07/2016	Yes	Path control system for multi-version
VN	VN	N 015424VN	N 015424	Philips	S19970341	02/08/1996		04/11/2002	3136	02/08/2016	Yes	Path control system for multi-version
